protein_ids	12500amol_r1	12500amol_r2	12500amol_r3	125amol_r1	125amol_r2	125amol_r3	25000amol_r1	25000amol_r2	25000amol_r3	2500amol_r1	2500amol_r2	2500amol_r3	250amol_r1	250amol_r2	250amol_r3	50000amol_r1	50000amol_r2	50000amol_r3	5000amol_r1	5000amol_r2	5000amol_r3	500amol_r1	500amol_r2	500amol_r3	50amol_r1	50amol_r2	50amol_r3
sp|P43588|RPN11_YEAST	18906000	18013000	19098000	17136000	24493000	20024000	16353000	19071000	19527000	20393000	17065000	20510000	16119000	23389000	15540000	19035000	18672000	19960000	20503000	22123000	16739000	20680000	20493000	21260000	18858000	16882000	16550000
sp|P43590|YFH6_YEAST	19566000	22755000	18962000	18969000	17618000	18573000	19165000	19763000	20746000	22009000	20141000	21093000	20523000	17345000	21295000	20446000	19557000	20146000	21204000	25689000	20972000	22076000	21072000	19406000	18198000	17856000	19149000
sp|P43593|UBP6_YEAST	24965000	21433000	20015000	21124000	20873000	20683000	20806000	17639000	18870000	21698000	19910000	22470000	22988000	19770000	21188000	17086000	18580000	16672000	19941000	20740000	20998000	23007000	21850000	20573000	19334000	19175000	19669000
sp|P43598|IGD1_YEAST	2976400	0	3547300	2723300	2392600	2631500	2660500	2734100	2348400	3129400	2847500	4875700	0	2318000	2561800	2123000	0	2356500	2814200	2894800	3042900	5861900	2191700	3743100	1436700	2107800	2153200
sp|P43603|LSB3_YEAST	5138100	6152100	6560600	0	5235200	6079000	4820000	5456300	6578400	6050800	4544700	5658800	5119100	5179500	5436400	0	0	0	5640100	5461000	5256400	5432900	4987900	4946100	3060800	4620100	0
sp|P43616|DUG1_YEAST	234540000	241250000	234210000	244900000	242860000	245980000	242780000	218410000	206340000	239090000	240390000	240300000	242210000	246870000	238870000	193980000	197330000	210580000	227810000	230140000	232370000	243350000	256390000	239200000	255520000	263030000	256620000
sp|P43621|COPD_YEAST	23261000	24133000	9210400	22854000	22820000	21998000	23898000	22841000	22843000	23604000	24748000	24312000	25668000	22220000	26231000	29658000	23405000	18564000	25974000	48466000	34516000	25739000	23977000	28270000	24008000	25816000	24658000
sp|P43634|CHA4_YEAST	16625000	14841000	15857000	15472000	15052000	16466000	14937000	14837000	14732000	14689000	18311000	18386000	12734000	15289000	14862000	16599000	16709000	17428000	16372000	18793000	16512000	14758000	16898000	17107000	0	0	0
sp|P45978|SCD6_YEAST	4960600	5449000	5605600	5514300	6449900	6120300	6852900	7052500	6526500	6478900	6630600	6244500	4826300	6141600	5845100	5517700	6130600	5816500	5863100	5592600	6234000	7124600	5861900	11223000	4539400	4362800	5084500
sp|P46367|ALDH4_YEAST	404480000	401550000	426380000	436080000	441960000	426890000	432270000	407590000	403560000	389080000	407860000	409950000	405440000	413310000	427840000	417640000	423700000	426080000	390580000	408270000	407750000	416310000	424540000	438970000	467080000	432290000	417990000
sp|P46655|SYEC_YEAST	302570000	318820000	300940000	331160000	321480000	320570000	294440000	287050000	283170000	280540000	302210000	301870000	297140000	299170000	315030000	281710000	290210000	296090000	305420000	308780000	302730000	315060000	314550000	313710000	319560000	332910000	327820000
sp|P46672|ARC1_YEAST	187890000	192320000	175790000	183620000	184850000	190510000	171760000	184960000	173040000	181680000	176520000	176920000	175330000	183920000	179380000	167040000	169590000	169910000	184000000	182690000	188900000	182810000	183430000	180010000	143960000	159720000	158870000
sp|P46680|AIP1_YEAST	26678000	24330000	24912000	31145000	28489000	29252000	25425000	26177000	28913000	28790000	27357000	29833000	26463000	26061000	24444000	22267000	23955000	22148000	30226000	32215000	23658000	27078000	26536000	30947000	24695000	29011000	28276000
sp|P46784|RS10B_YEAST;sp|Q08745|RS10A_YEAST	171210000	159920000	168160000	152770000	145040000	151060000	175870000	165510000	159840000	164750000	181340000	176820000	142140000	151580000	148910000	162810000	164400000	178010000	173850000	175000000	170070000	153910000	153350000	147550000	147380000	144960000	155080000
sp|P46956|PHO86_YEAST	8397600	8927700	9645800	6844700	8267100	9107000	9213500	9346600	7764300	8184700	8151500	8323800	8878100	8922300	9658100	8498200	6797200	8251500	9879800	9791400	9030000	8565900	8660300	9139500	8929600	7331900	8767400
sp|P46969|RPE_YEAST	5657200	4884900	5252500	6881300	5974800	5768700	4925600	6980600	7777100	5066600	5609300	6301200	5228200	5942300	6032100	7185200	7905400	7408900	5462000	5903200	5297600	6379100	6332000	5589400	4957100	5777800	5795500
sp|P46990|RL17B_YEAST	27247000	14415000	15793000	17934000	16469000	15272000	14116000	39336000	14888000	27163000	13907000	16122000	12807000	15419000	12558000	12422000	15752000	15311000	21534000	15510000	16349000	14583000	14347000	14351000	23079000	20659000	22068000
sp|P46992|YJR1_YEAST	16555000	16485000	17407000	17987000	15913000	16889000	18671000	18016000	16299000	15305000	13942000	13909000	16917000	18502000	16804000	18169000	15874000	14347000	17174000	12909000	18454000	18518000	15566000	17911000	14382000	16313000	17908000
sp|P47018|MTC1_YEAST	32689000	30999000	28701000	28853000	26937000	26225000	28974000	28230000	30069000	30827000	26278000	38260000	29193000	26838000	24496000	30591000	37356000	39363000	30764000	24478000	33782000	29665000	25753000	30436000	23460000	27622000	25515000
sp|P47037|SMC3_YEAST	0	0	0	47458000	49456000	48695000	0	0	0	0	0	0	47735000	53415000	45274000	45752000	46228000	48028000	0	0	0	49165000	50738000	0	42756000	43887000	45641000
sp|P47064|AP3S_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P47068|BBC1_YEAST	31642000	28503000	30716000	25227000	25928000	27533000	27973000	34999000	27922000	32876000	33476000	31542000	29287000	27804000	24140000	25592000	31772000	27876000	28292000	28813000	33404000	26818000	28217000	28806000	18734000	25510000	26274000
sp|P47075|VTC4_YEAST	57720000	65102000	54102000	58303000	54573000	60402000	54494000	67109000	60273000	75431000	60440000	60593000	55980000	59015000	56233000	50171000	47235000	50143000	53273000	62494000	60786000	61681000	63527000	61267000	55772000	61209000	55800000
sp|P47079|TCPQ_YEAST	16680000	17456000	19124000	16597000	18956000	15297000	13786000	20077000	20877000	20021000	18852000	18988000	21335000	20330000	21788000	17131000	17803000	17228000	26782000	18514000	18415000	28213000	20781000	17190000	15038000	29202000	20747000
sp|P47089|DENR_YEAST	8788200	8698300	8575200	10748000	8221100	8351500	7580000	9119200	9407600	9700900	9536300	8105900	9835300	8578400	11514000	7149300	6782200	10831000	10067000	11902000	11928000	9711800	8302300	9047500	5997300	6348200	7241400
sp|P47117|ARP3_YEAST	107850000	106520000	111870000	111000000	109050000	118730000	112100000	105080000	99378000	121110000	87780000	107590000	119900000	111320000	115130000	97545000	104580000	93551000	104780000	97189000	115050000	111240000	106860000	110150000	118590000	120500000	117760000
sp|P47119|ITPA_YEAST	2478000	4716700	4221500	0	4138000	0	2555900	0	0	2798400	0	0	3618700	3838600	4128700	3789300	3639200	0	3764300	0	2797500	0	0	0	8854000	4224700	3034700
sp|P47120|DOHH_YEAST	22542000	21325000	18177000	17331000	18408000	18521000	17737000	19965000	23920000	19605000	19074000	22977000	21226000	19779000	22002000	23644000	18082000	19850000	21965000	22407000	19447000	21802000	22590000	19315000	21065000	14639000	19051000
sp|P47122|GPN1_YEAST	2502500	2794800	2479700	2719200	2810700	2581200	2916500	3238600	3362100	2343000	3385000	3210300	2795300	3090600	2390200	6086300	0	7210600	2583300	2369800	2764300	3102800	2325600	2431100	2389100	2688600	3572700
sp|P47123|MOG1_YEAST	2981200	2798300	4002900	2761900	2957600	2740700	3001800	2570600	2985000	2946200	2834700	3064800	3017800	2693600	2722100	2961600	0	2747000	2872800	2848600	2661400	3095200	2947100	1520700	2817400	2535300	2464000
sp|P47137|YJ66_YEAST	21184000	20170000	17028000	16360000	18468000	17980000	20729000	20212000	19166000	20149000	18631000	21250000	19511000	21153000	18488000	17993000	15712000	16860000	21759000	9719900	18971000	22358000	20083000	22276000	18732000	19713000	15139000
sp|P47143|ADK_YEAST	160870000	152350000	137760000	180710000	172540000	163090000	146640000	153550000	146610000	168080000	154230000	155960000	160250000	168770000	168960000	137970000	155500000	147010000	152930000	154900000	169350000	164560000	166760000	154640000	203610000	188020000	166920000
sp|P47150|RT07_YEAST	0	0	2087200	2623200	2858000	2996200	0	0	0	0	0	0	2452100	0	0	2465200	2385300	2898100	0	0	0	3453800	3319400	2638000	2306900	3992900	3142500
sp|P47154|STE24_YEAST	8671600	9394200	9256100	8976700	7262700	8958300	9694100	3044100	0	8156000	8966000	10112000	8165000	8323500	9308900	9064200	8332800	9257800	8098700	7921600	10400000	8307600	8554900	10208000	7961600	7467000	9324400
sp|P47160|ENT3_YEAST	2727900	3015500	2661300	2462900	2232200	3244300	2122300	0	2958300	3105100	2613500	3669600	2718300	2435500	2232700	0	0	0	3247400	2710600	3310800	3733500	2740700	2801200	0	1077300	1812700
sp|P47165|XPT1_YEAST	6181200	7806100	6818600	6431500	6356600	5468400	7181700	9718700	8909700	8497800	7917500	6270600	5762700	6013500	5417400	7181900	6700200	9093000	7045400	7028900	6819100	4224600	5493900	5266800	8125700	7003300	5466700
sp|P47169|MET5_YEAST	0	14115000	0	15777000	0	0	0	10678000	9708500	0	12789000	14916000	12654000	0	0	0	0	0	10746000	0	0	0	0	0	0	0	0
sp|P47176|BCA2_YEAST	288050000	286800000	290750000	309980000	299890000	311200000	282310000	279850000	281060000	314780000	322260000	302040000	334920000	317590000	303700000	251800000	244080000	241950000	303210000	300270000	301060000	319860000	295500000	312520000	279850000	269460000	312820000
sp|P47771|ALDH2_YEAST;sp|P54114|ALDH3_YEAST	89790000	85713000	77205000	72914000	81416000	80489000	68895000	76215000	77721000	86597000	83675000	79401000	79488000	77396000	85827000	64049000	75017000	68826000	87756000	81312000	84033000	82220000	81303000	85683000	63971000	63589000	75656000
sp|P47912|LCF4_YEAST	3139200	4506100	2634400	0	0	0	3172700	4030600	2998900	3309200	3171100	3821300	0	2894600	2758600	3430100	3098100	0	3516500	2752900	3545800	3054700	2896400	3284700	0	0	0
sp|P48015|GCST_YEAST	18882000	17470000	20010000	17292000	18038000	20347000	19061000	19668000	0	20090000	19057000	20389000	17773000	18662000	19980000	17804000	18245000	18258000	19668000	19555000	18627000	20467000	21716000	20569000	21079000	15636000	16554000
sp|P48164|RS7B_YEAST	57231000	60777000	58121000	57389000	58442000	58056000	60821000	56796000	54781000	62849000	63899000	60638000	64894000	61400000	59843000	48556000	48337000	54726000	60806000	60580000	60122000	63409000	62385000	62187000	68524000	73476000	67839000
sp|P48240|MTR3_YEAST	18933000	15748000	17874000	19146000	17801000	18090000	15841000	14913000	15066000	18605000	17351000	17487000	19822000	19550000	18633000	13373000	14572000	11714000	16800000	16118000	16661000	17724000	19303000	17256000	14838000	18879000	16504000
sp|P48570|HOSC_YEAST;sp|Q12122|HOSM_YEAST	87057000	81598000	81518000	85518000	82119000	79909000	79572000	79819000	82138000	89779000	80286000	78062000	80469000	80140000	86159000	71675000	70743000	72873000	88796000	86631000	79829000	85722000	84250000	88936000	87676000	88597000	80895000
sp|P48589|RS12_YEAST	279790000	270360000	272320000	264480000	254920000	257210000	277540000	274140000	258710000	263100000	257190000	271300000	245260000	234500000	278530000	267590000	268570000	282460000	290150000	273240000	287300000	264290000	281660000	277960000	288470000	269110000	254850000
sp|P48606|TBCA_YEAST	9052500	7870300	8812700	8011000	8067100	6245500	9136200	7768700	8420000	8369300	8836300	10924000	7487900	9231600	7575300	8090600	7858700	6906300	7048000	7875200	7474900	8200500	7722900	7419000	5610900	7903700	7762900
sp|P48836|VATG_YEAST	4630800	4527200	4101900	4447100	3958700	3821700	4527500	0	0	6043400	0	0	0	2977500	5360400	4041000	4194500	0	4564500	0	0	0	5328800	0	3393500	3636300	3824600
sp|P49089|ASNS1_YEAST	221960000	233390000	215080000	241280000	233320000	227430000	212490000	223320000	218680000	233080000	226970000	230660000	221410000	229130000	223960000	215670000	202890000	208420000	235520000	242110000	234180000	227800000	216550000	221830000	242090000	241860000	237880000
sp|P49090|ASNS2_YEAST	131120000	143860000	136250000	148120000	142710000	145460000	116310000	130130000	123690000	142770000	144670000	138280000	148280000	143370000	150970000	117940000	122880000	115990000	146850000	148260000	149980000	135460000	138120000	152330000	144360000	163950000	158770000
sp|P49167|RL38_YEAST	55834000	53683000	55185000	54397000	58538000	57219000	54209000	53595000	51429000	61763000	58314000	56168000	59375000	56056000	62255000	55771000	53807000	49640000	61276000	57975000	57698000	58608000	60218000	62352000	48588000	50011000	52589000
sp|P49334|TOM22_YEAST	13877000	14741000	28144000	20815000	22987000	23426000	19572000	17606000	16512000	16887000	21501000	21745000	21946000	19521000	19322000	12761000	0	0	19188000	16834000	18472000	20828000	27057000	24020000	13957000	0	0
sp|P49367|LYS4_YEAST	7558300	7500800	6864100	7733800	7539500	10266000	6959500	8850600	9573800	8963100	9676400	8540600	7371200	7829900	11719000	6676000	8461100	6488700	8030500	8258400	8670100	8068700	8830600	8815600	7180400	7655400	8372100
sp|P49435|APT1_YEAST	37964000	41926000	36111000	34303000	34630000	31854000	40773000	41940000	39178000	42908000	42965000	44122000	36859000	31524000	33949000	35283000	29398000	33368000	38576000	42428000	41981000	40781000	33711000	34050000	27019000	27103000	27365000
sp|P49573|CTR1_YEAST	3717500	3468600	2820300	3107900	3282800	3553800	2926800	5096400	3650100	3206700	2861500	3024100	3414400	3632000	3601700	2211500	1774700	1470200	3867000	3612300	3345400	1862700	2569100	3193600	1562400	2231400	2068000
sp|P49723|RIR4_YEAST	306460000	298590000	303870000	302030000	282240000	292350000	298260000	277130000	294770000	309840000	317070000	303840000	292070000	305920000	312480000	281240000	283610000	269400000	327860000	314160000	303680000	301550000	311250000	309040000	295240000	291870000	291240000
sp|P49954|NIT3_YEAST	16537000	16576000	17760000	16963000	17272000	20082000	18253000	15562000	17213000	21392000	17814000	20198000	23275000	17353000	17594000	18080000	14599000	11841000	17420000	19029000	17762000	17247000	19455000	21017000	15949000	18971000	17962000
sp|P50094|IMDH4_YEAST	7330900	6335100	6071000	5639400	7625600	6694400	10602000	0	14668000	7621800	0	6996900	10322000	6354300	8400600	5633000	3667600	3976200	4162000	0	9206100	0	5316300	9034900	0	5345500	6662400
sp|P50095|IMDH3_YEAST	158140000	146890000	151300000	146900000	139550000	145090000	145420000	144940000	148530000	156190000	158510000	160600000	152940000	144860000	138520000	129630000	120790000	121650000	150500000	169890000	168790000	144560000	161660000	145230000	125760000	126690000	130100000
sp|P50107|LGUL_YEAST	12245000	9691900	2161500	7327500	8664400	9311900	6290800	9314700	9493700	10672000	8228400	9561300	8897800	10481000	10512000	10440000	10356000	10761000	7798300	7162400	7373400	7063000	8169800	6625300	7305800	8696000	7392300
sp|P50861|RIB4_YEAST	79031000	86012000	85870000	87849000	88364000	85586000	80861000	78451000	86008000	74040000	72006000	79277000	76469000	79929000	78007000	93097000	89920000	94776000	86207000	81408000	76405000	81748000	87472000	84665000	90099000	93858000	88212000
sp|P52286|SKP1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18335000	0
sp|P52488|UBA2_YEAST	9527300	12078000	0	11377000	11805000	12271000	9339100	9629000	13043000	9322300	0	7874200	11872000	11697000	10587000	11019000	11360000	11043000	7800000	8011500	8342800	10919000	6330800	10403000	12673000	12209000	10787000
sp|P52490|UBC13_YEAST	12001000	14178000	12611000	16819000	16195000	17122000	13992000	13382000	14317000	14883000	14746000	14921000	15622000	16800000	16948000	13725000	14507000	13963000	16849000	18099000	12815000	18904000	16985000	17781000	15571000	14523000	16344000
sp|P52553|PFD6_YEAST	25742000	25700000	23713000	20352000	23170000	24715000	24152000	20942000	22935000	27955000	26763000	29202000	28201000	22706000	28210000	19892000	16803000	17870000	29637000	21358000	30196000	26221000	28498000	32800000	30890000	22324000	20899000
sp|P52893|ALAM_YEAST	7969800	8477000	7544900	10060000	10532000	10246000	9250500	10503000	6367800	7690000	11538000	10118000	10727000	8996400	11403000	7673300	6366600	9283000	9259800	8266800	8095000	8923600	10164000	10202000	9329400	8310000	9670100
sp|P52910|ACS2_YEAST	315390000	302110000	303600000	335430000	344220000	328530000	302220000	309910000	317970000	314040000	301580000	332500000	318700000	331130000	332220000	304780000	341290000	341370000	300760000	306450000	315430000	323810000	315140000	330800000	295050000	341700000	319070000
sp|P53066|YGZ2_YEAST	14290000	14720000	14947000	16275000	16676000	13157000	12615000	0	17680000	10646000	15633000	14719000	16459000	20971000	14972000	9054900	12577000	20203000	20178000	15656000	17198000	15382000	15892000	20014000	18841000	14335000	15476000
sp|P53081|NIF3_YEAST	15823000	17970000	16725000	17022000	18723000	20669000	17024000	20913000	17504000	19856000	18219000	14790000	17520000	18052000	16787000	19324000	19858000	21146000	16916000	15997000	16286000	21300000	21330000	19593000	14966000	19398000	19089000
sp|P53090|ARO8_YEAST	360730000	334640000	331130000	328490000	318190000	314230000	313530000	327120000	310080000	355330000	340460000	330810000	328880000	325000000	312520000	296910000	279810000	284990000	328860000	339140000	343290000	338970000	349310000	318570000	299780000	346720000	308910000
sp|P53111|ARI1_YEAST	24655000	26330000	23793000	27795000	25966000	25202000	26858000	23334000	25030000	29486000	25424000	31691000	26936000	23861000	23615000	19793000	24270000	21200000	28010000	24554000	28789000	21515000	23624000	30332000	33750000	34057000	28892000
sp|P53131|PRP43_YEAST	1677300	2615800	1634500	2271600	0	1709000	0	0	1585300	2035800	1930000	0	3381200	1767600	0	0	0	0	1677600	0	0	2113800	2098000	2095000	2509800	3366600	2071900
sp|P53141|MLC1_YEAST	85445000	87432000	88155000	89171000	90314000	90907000	94068000	83219000	76787000	90809000	95185000	84894000	80026000	84706000	91749000	73067000	74595000	69891000	87881000	93599000	98358000	89063000	83800000	82125000	69039000	80494000	87649000
sp|P53145|LSG1_YEAST	3559300	3637200	3526700	3881700	3486000	4436600	3323900	3115800	3540600	3917300	4201300	3965900	4300800	4045800	3608500	2930300	3138800	3383300	3252400	3128600	3375300	3980500	3744100	3927200	4125400	4478600	4917000
sp|P53152|MMS2_YEAST	29010000	25017000	26856000	23783000	25121000	31534000	25088000	30162000	23645000	27334000	30259000	25017000	27952000	27724000	30807000	24703000	25043000	24669000	32718000	28060000	28598000	28349000	28149000	29457000	31980000	24549000	24970000
sp|P53163|MNP1_YEAST	16158000	15941000	14971000	18217000	17123000	16237000	18041000	16970000	13547000	21070000	17541000	17501000	18850000	18074000	13599000	11800000	13542000	12248000	14267000	15613000	17991000	18306000	18471000	16976000	17125000	16876000	15339000
sp|P53172|SDS23_YEAST	7474500	7624400	6849000	7430600	7206100	7510600	7720300	6480200	6402600	6543200	6788500	7364200	7645200	7828000	7195600	6865900	7405400	7574000	7691500	6645500	6845300	8461800	7304700	7228400	8944300	6995700	8155500
sp|P53173|ERV14_YEAST	8192600	6481200	8444400	6388900	6979300	7201400	6017000	9758300	11130000	9694400	9039100	10072000	8022400	6279600	6520300	7010500	7116300	8349300	7935200	8641600	9114500	11390000	6707800	5604200	6827700	7056000	8214900
sp|P53184|PNC1_YEAST	257810000	254280000	247820000	339220000	291090000	307240000	256410000	243940000	236550000	260850000	267900000	267710000	307220000	296750000	281360000	219850000	226620000	229890000	244850000	256880000	256370000	290910000	291750000	285420000	306950000	310610000	295950000
sp|P53199|ERG26_YEAST	8698600	9240800	9167600	11247000	9361300	0	7977600	4950700	0	9027800	10711000	10728000	9656600	9677700	11243000	0	0	8541900	10531000	9334200	8049600	10899000	10581000	8925100	0	0	9543200
sp|P53221|RL26B_YEAST	186460000	177390000	180070000	198820000	195740000	196690000	178540000	206410000	204440000	226550000	193230000	200930000	198420000	193750000	198300000	180370000	172150000	151660000	201780000	194550000	204980000	188460000	184860000	189120000	163870000	178170000	175260000
sp|P53228|TAL2_YEAST	5625500	6068800	5760100	5190700	3201700	6302200	5803800	6039500	5187000	5896400	6403000	9385300	5243800	5248600	5770300	5453500	6032000	5534700	7079400	5542800	8561900	5314400	5368200	6584600	4982000	4012100	3915700
sp|P53235|EIF2A_YEAST	21735000	19534000	18215000	19088000	17482000	19304000	17502000	25970000	22328000	22096000	22576000	18677000	19017000	18861000	20779000	17455000	26458000	26284000	24188000	23306000	23104000	20580000	23805000	24850000	17564000	20579000	18778000
sp|P53250|TWF1_YEAST	8626300	8067200	8057800	9073900	10093000	9237600	7638200	7222400	8214900	9244700	10066000	8533100	8897000	9660000	6494900	8640400	6184200	7563900	8878400	7731500	9089400	7480200	10759000	9758900	8423900	6696400	7194200
sp|P53252|PIL1_YEAST	197180000	170080000	182420000	186190000	184710000	181530000	182600000	192320000	183030000	188460000	184310000	189950000	178110000	190850000	173260000	165220000	180960000	163200000	190680000	183250000	202130000	193480000	188640000	187270000	162480000	166570000	181070000
sp|P53272|YG34_YEAST	123220000	118850000	122400000	128180000	129710000	134740000	113070000	126720000	116850000	140270000	135720000	129500000	121230000	116670000	123590000	117200000	117390000	109510000	121180000	130060000	129230000	140550000	130340000	136240000	96053000	95162000	111780000
sp|P53281|LSB1_YEAST	10782000	10828000	0	10959000	11475000	11872000	10070000	7987200	0	10414000	10337000	10921000	9883400	9496000	0	7956300	5599700	9423300	11952000	11371000	12246000	0	10152000	11233000	9690500	10140000	11580000
sp|P53295|RBG2_YEAST	4733700	5040200	0	0	5168500	4930500	5051900	4610800	4526100	0	4904000	0	4642300	5141600	0	4507000	4499700	3526900	4655300	4748000	4936400	4118600	5271600	4281900	0	5716300	5986600
sp|P53297|PBP1_YEAST	11389000	12137000	10193000	12590000	9861100	11538000	8394300	13021000	9738800	13646000	15031000	11464000	11651000	11422000	12165000	11282000	10128000	8992500	13584000	9592400	14084000	10950000	12053000	12886000	12440000	10527000	10739000
sp|P53301|CRH1_YEAST	79995000	81509000	85707000	86707000	88628000	77668000	74947000	77162000	75142000	94305000	88809000	92904000	85525000	83130000	86224000	73744000	77542000	81606000	86309000	84996000	84782000	86544000	97323000	91256000	78600000	63541000	70388000
sp|P53303|ZPR1_YEAST	52685000	51936000	55694000	56257000	52210000	56648000	60471000	57163000	58368000	60169000	62235000	55248000	64123000	58758000	62140000	53996000	49921000	52977000	62734000	51847000	55356000	60477000	63570000	65876000	51355000	54466000	52358000
sp|P53312|SUCB_YEAST	59301000	63271000	56140000	52129000	53941000	53532000	56830000	56543000	55419000	64975000	63598000	66156000	55420000	53785000	52549000	47678000	49633000	47166000	59450000	59772000	61619000	56051000	53056000	62923000	43319000	46326000	47461000
sp|P53334|SCW4_YEAST	12210000	10199000	10037000	14266000	13904000	12347000	11993000	8652900	12906000	11707000	10518000	13949000	12696000	11839000	9798700	10238000	9684600	9982600	13431000	12145000	13698000	14885000	14537000	13207000	9277200	12927000	9502700
sp|P53337|ERV29_YEAST	5010000	0	4732600	5090300	5201400	4677800	4640400	4209000	4419600	4248600	4952600	4488400	4336800	3743300	4230700	4691600	5134900	3782200	4550200	5979300	4583100	5061300	6262900	4013500	3817900	5072000	4015200
sp|P53438|SOK2_YEAST	0	0	0	0	0	0	0	0	0	15073000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P53549|PRS10_YEAST	23146000	20099000	20412000	21765000	19563000	22007000	19833000	20048000	18709000	19996000	26102000	19283000	22135000	20309000	19348000	16345000	17835000	21009000	18305000	19314000	20471000	21146000	23035000	23432000	19506000	21705000	18811000
sp|P53598|SUCA_YEAST	57141000	60599000	55332000	56978000	57665000	54521000	63126000	57895000	57433000	66477000	64235000	63433000	62034000	63152000	58467000	57970000	56694000	48113000	62860000	68475000	64589000	62426000	63894000	58666000	48578000	56777000	58230000
sp|P53622|COPA_YEAST	56516000	58871000	64398000	57822000	58849000	60476000	56413000	58498000	61779000	61275000	56740000	61921000	58838000	62009000	55210000	43245000	46291000	48533000	46923000	59789000	51549000	55355000	56937000	55925000	53769000	60272000	61547000
sp|P53633|PRA1_YEAST	10545000	14635000	8631200	8824700	8104400	9794800	15970000	12284000	11036000	10323000	10413000	10772000	10217000	10763000	10184000	11009000	12359000	9525700	11089000	15703000	15206000	9614000	13617000	9702100	12702000	8443400	9272000
sp|P53691|PPID_YEAST	135570000	133430000	136410000	126980000	121560000	112620000	134490000	133920000	136850000	133760000	134440000	141760000	138430000	140630000	132240000	133740000	144210000	151690000	136130000	137350000	142950000	137560000	138930000	136420000	126260000	118510000	136890000
sp|P53731|ARPC2_YEAST	30143000	24325000	31475000	18890000	21563000	23995000	28695000	25294000	28689000	28949000	26537000	24630000	27212000	22451000	21515000	32354000	28142000	24288000	23816000	31647000	28003000	27704000	24272000	27541000	22841000	22774000	30130000
sp|P53738|TR112_YEAST	5161200	4518600	4609100	6462100	5436800	4842700	4565800	3900800	3717500	4077200	4606900	5438300	5520800	6139800	7041600	4506900	4389000	4755200	5078700	5602000	5568400	4872800	5387600	4936400	4625700	5043900	5031200
sp|P53834|HCH1_YEAST	17656000	17392000	16547000	14577000	14949000	26874000	15936000	23537000	21506000	18616000	16900000	17231000	11921000	12994000	13965000	17649000	16948000	14329000	18940000	16789000	18752000	15361000	18584000	15194000	10215000	12672000	12833000
sp|P53839|GOR1_YEAST	128170000	134840000	139310000	137260000	137210000	130720000	125570000	133060000	129210000	148950000	129380000	142200000	136380000	137200000	134950000	123660000	114260000	113230000	139900000	139550000	147730000	138830000	147580000	147730000	124220000	119160000	129800000
sp|P53843|IST1_YEAST	1057400	995040	843740	1022200	980620	1126600	958170	1429000	1273700	1185800	1159500	1216900	1018700	1033200	1063700	901780	702830	593670	1702600	1218900	1054800	1064100	982850	1050000	811140	818920	778640
sp|P53849|GIS2_YEAST	17773000	15092000	18041000	22848000	26231000	23125000	17131000	18213000	19295000	18017000	15660000	17794000	19006000	22929000	18251000	23913000	24269000	22652000	14973000	15368000	16859000	18397000	18080000	18655000	22001000	23606000	24645000
sp|P53852|SYC_YEAST	49989000	60596000	45404000	48911000	43041000	55097000	49216000	44858000	40572000	48230000	53516000	38343000	48969000	46983000	48827000	40261000	39237000	42739000	51294000	44443000	54803000	45382000	53175000	51477000	38591000	45143000	44206000
sp|P53860|PDR16_YEAST	0	0	2593900	1466400	1073800	0	2353300	0	0	0	0	0	0	0	0	0	0	0	1628700	0	0	1864000	0	0	2109400	1604400	1518100
sp|P53868|ALG9_YEAST	3977200	2356400	2372600	1837500	2419900	1543400	0	0	0	0	3941800	2464400	2516500	2187400	2203500	2665700	0	2574000	0	3995800	0	2660100	2086100	2857500	2344800	2465300	2048700
sp|P53885|MDG1_YEAST	1765900	1081500	973120	993060	1220700	1589900	0	1308500	1098400	858770	1183900	1065900	1460900	1376800	1188200	0	0	941500	1100900	1169100	908920	1327000	1145500	1014500	1033800	1260600	1200000
sp|P53900|PFD4_YEAST	2947500	2728000	3085400	0	2078000	2877400	3144000	2564500	2532900	2863200	2320400	2636300	3536000	0	3062900	0	2553300	0	0	3289700	2913600	2233800	0	2690700	1826900	1962500	2497300
sp|P53906|YNO6_YEAST	6397400	0	7672600	0	0	0	6559700	6255000	6616300	6277000	0	6311000	0	0	0	6549200	0	0	7127100	7131100	0	7434100	7441500	7514600	0	0	0
sp|P53909|ADE_YEAST	158570000	137630000	0	125750000	172770000	151340000	151750000	0	0	113970000	156450000	155270000	145120000	149330000	148710000	126540000	158820000	139230000	137560000	148770000	0	155150000	152460000	158850000	144570000	176560000	152860000
sp|P53914|NAT10_YEAST	2554500	3918600	2209700	2994100	4168300	3323300	3019800	2797700	2925500	3408600	2968600	2421000	2580300	2704600	3253100	2422300	2827800	2281100	2412700	3568800	2992400	2602800	2749000	2876000	2949400	2428900	1993500
sp|P53978|EF3B_YEAST	31729000	35743000	41692000	41446000	42099000	44932000	30790000	31123000	29890000	36527000	34782000	33722000	50546000	43735000	46896000	27588000	27604000	27957000	33406000	35009000	30548000	43767000	47333000	36820000	39782000	45158000	32596000
